,year,month,day_of_month,1,2,3,4,5,6,7,8,9,10,11,12,day>=_0_day_<5,day>=_5_day_<10,day>=_10_day_<15,day>=_15_day_<20,day>=_20_day_<25,output/day,mv_avg_2,mv_avg_3,mv_avg_4,mv_avg_5,mv_avg_7,mv_avg_10,mv_avg_15,mv_avg_20,mv_avg_25,mv_avg_30,mv_avg_45,lst_yr_mv_avg_2,lst_yr_mv_avg_3,lst_yr_mv_avg_4,lst_yr_mv_avg_5,lst_yr_mv_avg_7,lst_yr_mv_avg_10,lst_yr_mv_avg_15,lst_yr_mv_avg_20,lst_yr_mv_avg_25,lst_yr_mv_avg_30,lst_yr_mv_avg_45,target,mean,std,min,max,last_year
791,2015,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,8.0,9.0,9.75,8.6,7.428571428571429,7.2,6.4,6.5,6.04,5.733333333333333,4.688888888888889,6.0,5.333333333333333,4.5,5.6,6.142857142857143,7.1,6.466666666666667,5.85,5.12,5.1,4.311111111111111,314.0,347.7666666666667,56.10760495096306,283.5,387.0,387.0
792,2015,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,5.5,6.666666666666667,7.75,8.6,7.142857142857143,7.1,6.266666666666667,6.55,5.84,5.8,4.666666666666667,8.0,6.333333333333333,5.75,5.0,5.857142857142857,6.8,6.266666666666667,6.0,5.28,5.233333333333333,4.4222222222222225,308.0,351.86666666666673,62.48850560969848,279.8000000000002,391.0,391.0
793,2015,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,5.5,6.0,6.75,7.6,7.714285714285714,7.0,6.333333333333333,6.5,5.96,5.933333333333334,4.777777777777778,6.5,7.333333333333333,6.25,5.8,5.857142857142857,6.7,6.133333333333334,6.0,5.48,5.266666666666667,4.511111111111111,313.0,355.20000000000005,59.12385305441439,287.3000000000002,395.29999999999995,383.0
794,2015,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0,9.0,7.333333333333333,7.25,7.6,8.714285714285714,7.4,6.6,6.6,6.2,6.133333333333334,5.0,9.5,8.666666666666666,8.75,7.6,6.285714285714286,6.9,6.866666666666666,6.55,5.92,5.433333333333334,4.733333333333333,327.0,354.63333333333327,65.3694373031721,279.1999999999998,394.70000000000005,390.0
795,2015,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0,8.5,8.0,7.0,7.0,7.857142857142857,7.4,6.733333333333333,6.7,6.36,6.1,5.088888888888889,14.0,11.333333333333334,10.25,10.0,8.142857142857142,7.5,7.533333333333333,7.2,6.4,5.766666666666667,5.044444444444444,322.0,363.4333333333332,69.78254318476338,283.89999999999964,414.40000000000003,392.0
796,2015,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0,9.5,10.0,9.25,8.2,8.142857142857142,8.4,7.533333333333333,6.85,6.84,6.4,5.311111111111111,11.0,11.666666666666666,10.25,9.6,8.571428571428571,7.6,7.933333333333334,7.25,6.6,5.866666666666666,5.155555555555556,327.0,368.1333333333334,60.34984120387834,299.5,412.9,392.0
797,2015,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.0,14.0,11.333333333333334,11.25,10.4,9.0,9.5,8.2,7.3,7.32,6.6,5.622222222222222,10.5,12.0,12.25,11.0,10.142857142857142,8.0,8.2,7.45,7.0,6.233333333333333,5.355555555555555,336.0,373.0,56.929781309961136,309.0,418.0,392.0
798,2015,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,11.5,12.0,10.5,10.6,9.142857142857142,9.1,8.2,7.4,7.32,6.733333333333333,5.7555555555555555,14.5,12.0,12.75,12.8,11.0,9.3,8.733333333333333,7.8,7.36,6.7,5.666666666666667,343.0,378.50000000000006,54.42692348461365,316.8000000000002,419.7,399.0
799,2015,3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0,11.5,12.666666666666666,12.75,11.4,10.714285714285714,9.5,8.733333333333333,7.8,7.56,7.066666666666666,6.0,14.0,14.0,12.25,12.8,11.857142857142858,10.2,8.866666666666667,8.35,7.8,7.066666666666666,5.822222222222222,347.0,378.9666666666665,47.5764998011977,324.09999999999945,408.80000000000007,404.0
800,2015,3,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0,16.0,13.333333333333334,13.75,13.6,12.142857142857142,10.3,9.466666666666667,8.45,8.08,7.566666666666666,6.333333333333333,14.0,14.333333333333334,14.25,12.8,13.142857142857142,11.4,9.266666666666667,8.85,8.32,7.466666666666667,6.111111111111111,341.0,373.9666666666665,44.74263440314341,322.39999999999964,402.5,397.0
801,2015,3,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0,16.5,16.0,14.0,14.2,12.857142857142858,11.2,10.333333333333334,9.2,8.32,8.066666666666666,6.666666666666667,17.0,15.666666666666666,15.5,15.2,14.0,12.4,10.133333333333333,9.75,8.84,8.033333333333333,6.466666666666667,349.0,379.1333333333334,48.08589536790734,324.0,412.4,401.0
802,2015,3,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0,16.0,16.333333333333332,16.0,14.4,14.285714285714286,12.4,11.133333333333333,9.75,8.72,8.5,6.911111111111111,13.5,14.0,13.75,14.0,13.0,12.5,10.0,9.65,8.76,8.166666666666666,6.622222222222222,363.0,383.8666666666665,49.280557356155704,327.39999999999964,418.19999999999993,406.0
803,2015,3,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,11.0,12.666666666666666,13.75,14.0,13.285714285714286,12.3,10.733333333333333,9.65,8.72,8.433333333333334,7.022222222222222,12.0,14.333333333333334,14.5,14.2,14.285714285714286,13.5,10.933333333333334,10.1,9.08,8.5,6.933333333333334,385.0,395.7000000000001,44.26025304943457,344.60000000000036,422.0,422.0
804,2015,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,4.5,8.333333333333334,10.25,11.6,11.571428571428571,11.5,10.2,9.45,8.56,8.233333333333333,7.022222222222222,10.0,9.333333333333334,11.75,12.4,12.857142857142858,12.6,10.933333333333334,9.75,9.16,8.566666666666666,6.933333333333334,394.0,396.1999999999998,40.335716183055744,350.09999999999945,425.0,425.0
805,2015,3,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,8.5,7.666666666666667,9.75,11.0,12.428571428571429,12.3,10.533333333333333,9.85,8.96,8.566666666666666,7.266666666666667,10.5,12.333333333333334,11.25,12.8,13.142857142857142,12.8,11.866666666666667,10.15,9.64,9.066666666666666,7.2444444444444445,394.0,408.93333333333334,48.17689626089805,354.0,444.0,444.0
